"year"	"field"	"gender"	"count"	"total"
"1960"	"Arts"	"Female"	350	394889
"1960"	"Arts"	"Male"	769	394889
"1960"	"Arts and Music"	"Female"	1734	394889
"1960"	"Arts and Music"	"Male"	1254	394889
"1960"	"Business"	"Female"	0	394889
"1960"	"Business"	"Male"	0	394889
"1960"	"Communication and Librarianship"	"Female"	0	394889
"1960"	"Communication and Librarianship"	"Male"	0	394889
"1960"	"Communication and Library Science"	"Female"	868	394889
"1960"	"Communication and Library Science"	"Male"	1404	394889
"1960"	"Computer Science"	"Female"	0	394889
"1960"	"Computer Science"	"Male"	0	394889
"1960"	"Economics"	"Female"	0	394889
"1960"	"Economics"	"Male"	0	394889
"1960"	"Education"	"Female"	0	394889
"1960"	"Education"	"Male"	0	394889
"1960"	"Engineering"	"Female"	0	394889
"1960"	"Engineering"	"Male"	0	394889
"1960"	"English and Literature"	"Female"	12587	394889
"1960"	"English and Literature"	"Male"	7597	394889
"1960"	"Foreign Language and Literature, Other"	"Female"	0	394889
"1960"	"Foreign Language and Literature, Other"	"Male"	0	394889
"1960"	"Foreign Languages"	"Female"	3124	394889
"1960"	"Foreign Languages"	"Male"	1659	394889
"1960"	"Health Professions"	"Female"	0	394889
"1960"	"Health Professions"	"Male"	0	394889
"1960"	"History"	"Female"	4769	394889
"1960"	"History"	"Male"	10014	394889
"1960"	"Humanities, Other"	"Female"	276	394889
"1960"	"Humanities, Other"	"Male"	439	394889
"1960"	"Latin, Classical Greek"	"Female"	0	394889
"1960"	"Latin, Classical Greek"	"Male"	0	394889
"1960"	"Life Sciences"	"Female"	0	394889
"1960"	"Life Sciences"	"Male"	0	394889
"1960"	"Math"	"Female"	0	394889
"1960"	"Math"	"Male"	0	394889
"1960"	"Mathematics"	"Female"	0	394889
"1960"	"Mathematics"	"Male"	0	394889
"1960"	"Medicine"	"Female"	0	394889
"1960"	"Medicine"	"Male"	0	394889
"1960"	"Other/Unknown"	"Female"	0	394889
"1960"	"Other/Unknown"	"Male"	0	394889
"1960"	"Philosophy"	"Female"	414	394889
"1960"	"Philosophy"	"Male"	3052	394889
"1960"	"Physical Sciences"	"Female"	0	394889
"1960"	"Physical Sciences"	"Male"	0	394889
"1960"	"Political Science and Public Administration"	"Female"	0	394889
"1960"	"Political Science and Public Administration"	"Male"	0	394889
"1960"	"Psychology"	"Female"	0	394889
"1960"	"Psychology"	"Male"	0	394889
"1960"	"Religion"	"Female"	330	394889
"1960"	"Religion"	"Male"	412	394889
"1960"	"Sciences, General Program"	"Female"	0	394889
"1960"	"Sciences, General Program"	"Male"	0	394889
"1960"	"Sciences, Other"	"Female"	0	394889
"1960"	"Sciences, Other"	"Male"	0	394889
"1960"	"Social Sciences"	"Female"	0	394889
"1960"	"Social Sciences"	"Male"	0	394889
"1960"	"Social Sciences, Other"	"Female"	0	394889
"1960"	"Social Sciences, Other"	"Male"	0	394889
"1960"	"Social Service Professions"	"Female"	0	394889
"1960"	"Social Service Professions"	"Male"	0	394889
"1960"	"Sociology"	"Female"	0	394889
"1960"	"Sociology"	"Male"	0	394889
"1960"	"Vocational Studies and Home Economics"	"Female"	0	394889
"1960"	"Vocational Studies and Home Economics"	"Male"	0	394889
"1960"	"Zoology, General"	"Female"	0	394889
"1960"	"Zoology, General"	"Male"	0	394889
"1961"	"???? Es"	"Female"	0	365334
"1961"	"???? Es"	"Male"	0	365334
"1961"	"???? Therapy"	"Female"	0	365334
"1961"	"???? Therapy"	"Male"	0	365334
"1961"	"Agriculture"	"Female"	0	365334
"1961"	"Agriculture"	"Male"	0	365334
"1961"	"Anthropology"	"Female"	0	365334
"1961"	"Anthropology"	"Male"	0	365334
"1961"	"Area and Ethnic Studies"	"Female"	0	365334
"1961"	"Area and Ethnic Studies"	"Male"	0	365334
"1961"	"Area Studies"	"Female"	95	365334
"1961"	"Area Studies"	"Male"	144	365334
"1961"	"Art, General"	"Female"	0	365334
"1961"	"Art, General"	"Male"	0	365334
"1961"	"Art/Architecture"	"Female"	0	365334
"1961"	"Art/Architecture"	"Male"	0	365334
"1961"	"Arts"	"Female"	306	365334
"1961"	"Arts"	"Male"	865	365334
"1961"	"Arts and Music"	"Female"	1599	365334
"1961"	"Arts and Music"	"Male"	1217	365334
"1961"	"Business"	"Female"	0	365334
"1961"	"Business"	"Male"	0	365334
"1961"	"Communication and Librarianship"	"Female"	0	365334
"1961"	"Communication and Librarianship"	"Male"	0	365334
"1961"	"Communication and Library Science"	"Female"	746	365334
"1961"	"Communication and Library Science"	"Male"	1340	365334
"1961"	"Computer Science"	"Female"	0	365334
"1961"	"Computer Science"	"Male"	0	365334
"1961"	"Economics"	"Female"	0	365334
"1961"	"Economics"	"Male"	0	365334
"1961"	"Education"	"Female"	0	365334
"1961"	"Education"	"Male"	0	365334
"1961"	"Engineering"	"Female"	0	365334
"1961"	"Engineering"	"Male"	0	365334
"1961"	"English and Literature"	"Female"	13864	365334
"1961"	"English and Literature"	"Male"	8024	365334
"1961"	"Foreign Language and Literature, Other"	"Female"	0	365334
"1961"	"Foreign Language and Literature, Other"	"Male"	0	365334
"1961"	"Foreign Languages"	"Female"	3840	365334
"1961"	"Foreign Languages"	"Male"	1994	365334
"1961"	"Health Professions"	"Female"	0	365334
"1961"	"Health Professions"	"Male"	0	365334
"1961"	"History"	"Female"	5139	365334
"1961"	"History"	"Male"	10629	365334
"1961"	"Humanities, Other"	"Female"	295	365334
"1961"	"Humanities, Other"	"Male"	395	365334
"1961"	"Latin, Classical Greek"	"Female"	0	365334
"1961"	"Latin, Classical Greek"	"Male"	0	365334
"1961"	"Life Sciences"	"Female"	0	365334
"1961"	"Life Sciences"	"Male"	0	365334
"1961"	"Math"	"Female"	0	365334
"1961"	"Math"	"Male"	0	365334
"1961"	"Mathematics"	"Female"	0	365334
"1961"	"Mathematics"	"Male"	0	365334
"1961"	"Medicine"	"Female"	0	365334
"1961"	"Medicine"	"Male"	0	365334
"1961"	"Other/Unknown"	"Female"	0	365334
"1961"	"Other/Unknown"	"Male"	0	365334
"1961"	"Philosophy"	"Female"	421	365334
"1961"	"Philosophy"	"Male"	3225	365334
"1961"	"Physical Sciences"	"Female"	0	365334
"1961"	"Physical Sciences"	"Male"	0	365334
"1961"	"Political Science and Public Administration"	"Female"	0	365334
"1961"	"Political Science and Public Administration"	"Male"	0	365334
"1961"	"Psychology"	"Female"	0	365334
"1961"	"Psychology"	"Male"	0	365334
"1961"	"Religion"	"Female"	305	365334
"1961"	"Religion"	"Male"	489	365334
"1961"	"Sciences, General Program"	"Female"	0	365334
"1961"	"Sciences, General Program"	"Male"	0	365334
"1961"	"Sciences, Other"	"Female"	0	365334
"1961"	"Sciences, Other"	"Male"	0	365334
"1961"	"Social Sciences"	"Female"	0	365334
"1961"	"Social Sciences"	"Male"	0	365334
"1961"	"Social Sciences, Other"	"Female"	0	365334
"1961"	"Social Sciences, Other"	"Male"	0	365334
"1961"	"Social Service Professions"	"Female"	0	365334
"1961"	"Social Service Professions"	"Male"	0	365334
"1961"	"Sociology"	"Female"	0	365334
"1961"	"Sociology"	"Male"	0	365334
"1961"	"Vocational Studies and Home Economics"	"Female"	0	365334
"1961"	"Vocational Studies and Home Economics"	"Male"	0	365334
"1961"	"Zoology, General"	"Female"	0	365334
"1961"	"Zoology, General"	"Male"	0	365334
"1962"	"???? Es"	"Female"	0	382822
"1962"	"???? Es"	"Male"	0	382822
"1962"	"???? Therapy"	"Female"	0	382822
"1962"	"???? Therapy"	"Male"	0	382822
"1962"	"Agriculture"	"Female"	0	382822
"1962"	"Agriculture"	"Male"	0	382822
"1962"	"Anthropology"	"Female"	0	382822
"1962"	"Anthropology"	"Male"	0	382822
"1962"	"Area and Ethnic Studies"	"Female"	0	382822
"1962"	"Area and Ethnic Studies"	"Male"	0	382822
"1962"	"Area Studies"	"Female"	108	382822
"1962"	"Area Studies"	"Male"	234	382822
"1962"	"Art, General"	"Female"	0	382822
"1962"	"Art, General"	"Male"	0	382822
"1962"	"Art/Architecture"	"Female"	0	382822
"1962"	"Art/Architecture"	"Male"	0	382822
"1962"	"Arts"	"Female"	245	382822
"1962"	"Arts"	"Male"	722	382822
"1962"	"Arts and Music"	"Female"	1682	382822
"1962"	"Arts and Music"	"Male"	1210	382822
"1962"	"Business"	"Female"	0	382822
"1962"	"Business"	"Male"	0	382822
"1962"	"Communication and Librarianship"	"Female"	0	382822
"1962"	"Communication and Librarianship"	"Male"	0	382822
"1962"	"Communication and Library Science"	"Female"	807	382822
"1962"	"Communication and Library Science"	"Male"	1291	382822
"1962"	"Computer Science"	"Female"	0	382822
"1962"	"Computer Science"	"Male"	0	382822
"1962"	"Economics"	"Female"	0	382822
"1962"	"Economics"	"Male"	0	382822
"1962"	"Education"	"Female"	0	382822
"1962"	"Education"	"Male"	0	382822
"1962"	"Engineering"	"Female"	0	382822
"1962"	"Engineering"	"Male"	0	382822
"1962"	"English and Literature"	"Female"	15859	382822
"1962"	"English and Literature"	"Male"	8553	382822
"1962"	"Foreign Language and Literature, Other"	"Female"	0	382822
"1962"	"Foreign Language and Literature, Other"	"Male"	0	382822
"1962"	"Foreign Languages"	"Female"	4888	382822
"1962"	"Foreign Languages"	"Male"	2258	382822
"1962"	"Health Professions"	"Female"	0	382822
"1962"	"Health Professions"	"Male"	0	382822
"1962"	"History"	"Female"	5976	382822
"1962"	"History"	"Male"	11429	382822
"1962"	"Humanities, Other"	"Female"	367	382822
"1962"	"Humanities, Other"	"Male"	519	382822
"1962"	"Latin, Classical Greek"	"Female"	0	382822
"1962"	"Latin, Classical Greek"	"Male"	0	382822
"1962"	"Life Sciences"	"Female"	0	382822
"1962"	"Life Sciences"	"Male"	0	382822
"1962"	"Math"	"Female"	0	382822
"1962"	"Math"	"Male"	0	382822
"1962"	"Mathematics"	"Female"	0	382822
"1962"	"Mathematics"	"Male"	0	382822
"1962"	"Medicine"	"Female"	0	382822
"1962"	"Medicine"	"Male"	0	382822
"1962"	"Other/Unknown"	"Female"	0	382822
"1962"	"Other/Unknown"	"Male"	0	382822
"1962"	"Philosophy"	"Female"	471	382822
"1962"	"Philosophy"	"Male"	3254	382822
"1962"	"Physical Sciences"	"Female"	0	382822
"1962"	"Physical Sciences"	"Male"	0	382822
"1962"	"Political Science and Public Administration"	"Female"	0	382822
"1962"	"Political Science and Public Administration"	"Male"	0	382822
"1962"	"Psychology"	"Female"	0	382822
"1962"	"Psychology"	"Male"	0	382822
"1962"	"Religion"	"Female"	351	382822
"1962"	"Religion"	"Male"	510	382822
"1962"	"Sciences, General Program"	"Female"	0	382822
"1962"	"Sciences, General Program"	"Male"	0	382822
"1962"	"Sciences, Other"	"Female"	0	382822
"1962"	"Sciences, Other"	"Male"	0	382822
"1962"	"Social Sciences"	"Female"	0	382822
"1962"	"Social Sciences"	"Male"	0	382822
"1962"	"Social Sciences, Other"	"Female"	0	382822
"1962"	"Social Sciences, Other"	"Male"	0	382822
"1962"	"Social Service Professions"	"Female"	0	382822
"1962"	"Social Service Professions"	"Male"	0	382822
"1962"	"Sociology"	"Female"	0	382822
"1962"	"Sociology"	"Male"	0	382822
"1962"	"Vocational Studies and Home Economics"	"Female"	0	382822
"1962"	"Vocational Studies and Home Economics"	"Male"	0	382822
"1962"	"Zoology, General"	"Female"	0	382822
"1962"	"Zoology, General"	"Male"	0	382822
"1963"	"???? Es"	"Female"	0	410421
"1963"	"???? Es"	"Male"	0	410421
"1963"	"???? Therapy"	"Female"	0	410421
"1963"	"???? Therapy"	"Male"	0	410421
"1963"	"Agriculture"	"Female"	0	410421
"1963"	"Agriculture"	"Male"	0	410421
"1963"	"Anthropology"	"Female"	0	410421
"1963"	"Anthropology"	"Male"	0	410421
"1963"	"Area and Ethnic Studies"	"Female"	0	410421
"1963"	"Area and Ethnic Studies"	"Male"	0	410421
"1963"	"Area Studies"	"Female"	134	410421
"1963"	"Area Studies"	"Male"	200	410421
"1963"	"Art, General"	"Female"	0	410421
"1963"	"Art, General"	"Male"	0	410421
"1963"	"Art/Architecture"	"Female"	0	410421
"1963"	"Art/Architecture"	"Male"	0	410421
"1963"	"Arts"	"Female"	281	410421
"1963"	"Arts"	"Male"	709	410421
"1963"	"Arts and Music"	"Female"	1771	410421
"1963"	"Arts and Music"	"Male"	1263	410421
"1963"	"Business"	"Female"	0	410421
"1963"	"Business"	"Male"	0	410421
"1963"	"Communication and Librarianship"	"Female"	0	410421
"1963"	"Communication and Librarianship"	"Male"	0	410421
"1963"	"Communication and Library Science"	"Female"	882	410421
"1963"	"Communication and Library Science"	"Male"	1307	410421
"1963"	"Computer Science"	"Female"	0	410421
"1963"	"Computer Science"	"Male"	0	410421
"1963"	"Economics"	"Female"	0	410421
"1963"	"Economics"	"Male"	0	410421
"1963"	"Education"	"Female"	0	410421
"1963"	"Education"	"Male"	0	410421
"1963"	"Engineering"	"Female"	0	410421
"1963"	"Engineering"	"Male"	0	410421
"1963"	"English and Literature"	"Female"	18538	410421
"1963"	"English and Literature"	"Male"	9550	410421
"1963"	"Foreign Language and Literature, Other"	"Female"	0	410421
"1963"	"Foreign Language and Literature, Other"	"Male"	0	410421
"1963"	"Foreign Languages"	"Female"	6196	410421
"1963"	"Foreign Languages"	"Male"	2752	410421
"1963"	"Health Professions"	"Female"	0	410421
"1963"	"Health Professions"	"Male"	0	410421
"1963"	"History"	"Female"	7120	410421
"1963"	"History"	"Male"	12951	410421
"1963"	"Humanities, Other"	"Female"	425	410421
"1963"	"Humanities, Other"	"Male"	488	410421
"1963"	"Latin, Classical Greek"	"Female"	0	410421
"1963"	"Latin, Classical Greek"	"Male"	0	410421
"1963"	"Life Sciences"	"Female"	0	410421
"1963"	"Life Sciences"	"Male"	0	410421
"1963"	"Math"	"Female"	0	410421
"1963"	"Math"	"Male"	0	410421
"1963"	"Mathematics"	"Female"	0	410421
"1963"	"Mathematics"	"Male"	0	410421
"1963"	"Medicine"	"Female"	0	410421
"1963"	"Medicine"	"Male"	0	410421
"1963"	"Other/Unknown"	"Female"	0	410421
"1963"	"Other/Unknown"	"Male"	0	410421
"1963"	"Philosophy"	"Female"	540	410421
"1963"	"Philosophy"	"Male"	3545	410421
"1963"	"Physical Sciences"	"Female"	0	410421
"1963"	"Physical Sciences"	"Male"	0	410421
"1963"	"Political Science and Public Administration"	"Female"	0	410421
"1963"	"Political Science and Public Administration"	"Male"	0	410421
"1963"	"Psychology"	"Female"	0	410421
"1963"	"Psychology"	"Male"	0	410421
"1963"	"Religion"	"Female"	307	410421
"1963"	"Religion"	"Male"	435	410421
"1963"	"Sciences, General Program"	"Female"	0	410421
"1963"	"Sciences, General Program"	"Male"	0	410421
"1963"	"Sciences, Other"	"Female"	0	410421
"1963"	"Sciences, Other"	"Male"	0	410421
"1963"	"Social Sciences"	"Female"	0	410421
"1963"	"Social Sciences"	"Male"	0	410421
"1963"	"Social Sciences, Other"	"Female"	0	410421
"1963"	"Social Sciences, Other"	"Male"	0	410421
"1963"	"Social Service Professions"	"Female"	0	410421
"1963"	"Social Service Professions"	"Male"	0	410421
"1963"	"Sociology"	"Female"	0	410421
"1963"	"Sociology"	"Male"	0	410421
"1963"	"Vocational Studies and Home Economics"	"Female"	0	410421
"1963"	"Vocational Studies and Home Economics"	"Male"	0	410421
"1963"	"Zoology, General"	"Female"	0	410421
"1963"	"Zoology, General"	"Male"	0	410421
"1964"	"???? Es"	"Female"	0	460467
"1964"	"???? Es"	"Male"	0	460467
"1964"	"???? Therapy"	"Female"	0	460467
"1964"	"???? Therapy"	"Male"	0	460467
"1964"	"Agriculture"	"Female"	125	460467
"1964"	"Agriculture"	"Male"	5996	460467
"1964"	"Anthropology"	"Female"	0	460467
"1964"	"Anthropology"	"Male"	0	460467
"1964"	"Area and Ethnic Studies"	"Female"	0	460467
"1964"	"Area and Ethnic Studies"	"Male"	0	460467
"1964"	"Area Studies"	"Female"	0	460467
"1964"	"Area Studies"	"Male"	0	460467
"1964"	"Art, General"	"Female"	0	460467
"1964"	"Art, General"	"Male"	0	460467
"1964"	"Art/Architecture"	"Female"	36	460467
"1964"	"Art/Architecture"	"Male"	554	460467
"1964"	"Arts"	"Female"	0	460467
"1964"	"Arts"	"Male"	0	460467
"1964"	"Arts and Music"	"Female"	9340	460467
"1964"	"Arts and Music"	"Male"	6645	460467
"1964"	"Business"	"Female"	4591	460467
"1964"	"Business"	"Male"	51497	460467
"1964"	"Communication and Librarianship"	"Female"	0	460467
"1964"	"Communication and Librarianship"	"Male"	0	460467
"1964"	"Communication and Library Science"	"Female"	24299	460467
"1964"	"Communication and Library Science"	"Male"	13945.55	460467
"1964"	"Computer Science"	"Female"	0	460467
"1964"	"Computer Science"	"Male"	0	460467
"1964"	"Economics"	"Female"	0	460467
"1964"	"Economics"	"Male"	0	460467
"1964"	"Education"	"Female"	85825	460467
"1964"	"Education"	"Male"	26678	460467
"1964"	"Engineering"	"Female"	146	460467
"1964"	"Engineering"	"Male"	33207	460467
"1964"	"English and Literature"	"Female"	21793	460467
"1964"	"English and Literature"	"Male"	10938.45	460467
"1964"	"Foreign Language and Literature, Other"	"Female"	0	460467
"1964"	"Foreign Language and Literature, Other"	"Male"	0	460467
"1964"	"Foreign Languages"	"Female"	8675	460467
"1964"	"Foreign Languages"	"Male"	3688	460467
"1964"	"Health Professions"	"Female"	10233	460467
"1964"	"Health Professions"	"Male"	1357	460467
"1964"	"History"	"Female"	8266.7	460467
"1964"	"History"	"Male"	15217.92	460467
"1964"	"Humanities, Other"	"Female"	0	460467
"1964"	"Humanities, Other"	"Male"	0	460467
"1964"	"Latin, Classical Greek"	"Female"	0	460467
"1964"	"Latin, Classical Greek"	"Male"	0	460467
"1964"	"Life Sciences"	"Female"	6451	460467
"1964"	"Life Sciences"	"Male"	16357	460467
"1964"	"Math"	"Female"	5986	460467
"1964"	"Math"	"Male"	12663	460467
"1964"	"Mathematics"	"Female"	0	460467
"1964"	"Mathematics"	"Male"	0	460467
"1964"	"Medicine"	"Female"	0	460467
"1964"	"Medicine"	"Male"	0	460467
"1964"	"Other/Unknown"	"Female"	1970	460467
"1964"	"Other/Unknown"	"Male"	8196	460467
"1964"	"Philosophy"	"Female"	627	460467
"1964"	"Philosophy"	"Male"	4183	460467
"1964"	"Physical Sciences"	"Female"	2447	460467
"1964"	"Physical Sciences"	"Male"	15063	460467
"1964"	"Political Science and Public Administration"	"Female"	0	460467
"1964"	"Political Science and Public Administration"	"Male"	0	460467
"1964"	"Psychology"	"Female"	5516	460467
"1964"	"Psychology"	"Male"	7843	460467
"1964"	"Religion"	"Female"	0	460467
"1964"	"Religion"	"Male"	0	460467
"1964"	"Sciences, General Program"	"Female"	0	460467
"1964"	"Sciences, General Program"	"Male"	0	460467
"1964"	"Sciences, Other"	"Female"	0	460467
"1964"	"Sciences, Other"	"Male"	0	460467
"1964"	"Social Sciences"	"Female"	25786	460467
"1964"	"Social Sciences"	"Male"	51178	460467
"1964"	"Social Sciences, Other"	"Female"	235	460467
"1964"	"Social Sciences, Other"	"Male"	1061	460467
"1964"	"Social Service Professions"	"Female"	0	460467
"1964"	"Social Service Professions"	"Male"	0	460467
"1964"	"Sociology"	"Female"	0	460467
"1964"	"Sociology"	"Male"	0	460467
"1964"	"Vocational Studies and Home Economics"	"Female"	4818	460467
"1964"	"Vocational Studies and Home Economics"	"Male"	2089	460467
"1964"	"Zoology, General"	"Female"	0	460467
"1964"	"Zoology, General"	"Male"	0	460467
"1965"	"???? Es"	"Female"	0	492984
"1965"	"???? Es"	"Male"	0	492984
"1965"	"???? Therapy"	"Female"	0	492984
"1965"	"???? Therapy"	"Male"	0	492984
"1965"	"Agriculture"	"Female"	170	492984
"1965"	"Agriculture"	"Male"	6539	492984
"1965"	"Anthropology"	"Female"	0	492984
"1965"	"Anthropology"	"Male"	0	492984
"1965"	"Area and Ethnic Studies"	"Female"	0	492984
"1965"	"Area and Ethnic Studies"	"Male"	0	492984
"1965"	"Area Studies"	"Female"	0	492984
"1965"	"Area Studies"	"Male"	0	492984
"1965"	"Art, General"	"Female"	0	492984
"1965"	"Art, General"	"Male"	0	492984
"1965"	"Art/Architecture"	"Female"	50	492984
"1965"	"Art/Architecture"	"Male"	558	492984
"1965"	"Arts"	"Female"	0	492984
"1965"	"Arts"	"Male"	0	492984
"1965"	"Arts and Music"	"Female"	23453	492984
"1965"	"Arts and Music"	"Male"	16531	492984
"1965"	"Business"	"Female"	14722	492984
"1965"	"Business"	"Male"	111576	492984
"1965"	"Communication and Librarianship"	"Female"	0	492984
"1965"	"Communication and Librarianship"	"Male"	0	492984
"1965"	"Communication and Library Science"	"Female"	1686	492984
"1965"	"Communication and Library Science"	"Male"	1664	492984
"1965"	"Computer Science"	"Female"	0	492984
"1965"	"Computer Science"	"Male"	0	492984
"1965"	"Economics"	"Female"	1039	492984
"1965"	"Economics"	"Male"	9836	492984
"1965"	"Education"	"Female"	156483	492984
"1965"	"Education"	"Male"	43823	492984
"1965"	"Engineering"	"Female"	18885	492984
"1965"	"Engineering"	"Male"	8139	492984
"1965"	"English and Literature"	"Female"	23823	492984
"1965"	"English and Literature"	"Male"	12360	492984
"1965"	"Foreign Language and Literature, Other"	"Female"	464	492984
"1965"	"Foreign Language and Literature, Other"	"Male"	373	492984
"1965"	"Foreign Languages"	"Female"	9380	492984
"1965"	"Foreign Languages"	"Male"	3597	492984
"1965"	"Health Professions"	"Female"	10857	492984
"1965"	"Health Professions"	"Male"	807	492984
"1965"	"History"	"Female"	9030	492984
"1965"	"History"	"Male"	16824	492984
"1965"	"Humanities, Other"	"Female"	557	492984
"1965"	"Humanities, Other"	"Male"	557	492984
"1965"	"Latin, Classical Greek"	"Female"	557	492984
"1965"	"Latin, Classical Greek"	"Male"	557	492984
"1965"	"Life Sciences"	"Female"	8097	492984
"1965"	"Life Sciences"	"Male"	18744	492984
"1965"	"Math"	"Female"	6474	492984
"1965"	"Math"	"Male"	13370	492984
"1965"	"Mathematics"	"Female"	6398	492984
"1965"	"Mathematics"	"Male"	12858	492984
"1965"	"Medicine"	"Female"	1412	492984
"1965"	"Medicine"	"Male"	513	492984
"1965"	"Other/Unknown"	"Female"	2477	492984
"1965"	"Other/Unknown"	"Male"	8481	492984
"1965"	"Philosophy"	"Female"	1270	492984
"1965"	"Philosophy"	"Male"	8350	492984
"1965"	"Physical Sciences"	"Female"	10751	492984
"1965"	"Physical Sciences"	"Male"	44728	492984
"1965"	"Political Science and Public Administration"	"Female"	3035	492984
"1965"	"Political Science and Public Administration"	"Male"	10654	492984
"1965"	"Psychology"	"Female"	6033	492984
"1965"	"Psychology"	"Male"	8688	492984
"1965"	"Religion"	"Female"	1204	492984
"1965"	"Religion"	"Male"	2407	492984
"1965"	"Sciences, General Program"	"Female"	0	492984
"1965"	"Sciences, General Program"	"Male"	0	492984
"1965"	"Sciences, Other"	"Female"	0	492984
"1965"	"Sciences, Other"	"Male"	0	492984
"1965"	"Social Sciences"	"Female"	28594	492984
"1965"	"Social Sciences"	"Male"	55630	492984
"1965"	"Social Sciences, Other"	"Female"	7059	492984
"1965"	"Social Sciences, Other"	"Male"	14157	492984
"1965"	"Social Service Professions"	"Female"	949	492984
"1965"	"Social Service Professions"	"Male"	342	492984
"1965"	"Sociology"	"Female"	7773	492984
"1965"	"Sociology"	"Male"	5123	492984
"1965"	"Vocational Studies and Home Economics"	"Female"	5103	492984
"1965"	"Vocational Studies and Home Economics"	"Male"	2033	492984
"1965"	"Zoology, General"	"Female"	968	492984
"1965"	"Zoology, General"	"Male"	2912	492984
"1966"	"???? Es"	"Female"	0	524008
"1966"	"???? Es"	"Male"	0	524008
"1966"	"???? Therapy"	"Female"	0	524008
"1966"	"???? Therapy"	"Male"	0	524008
"1966"	"Agriculture"	"Female"	131	524008
"1966"	"Agriculture"	"Male"	6196	524008
"1966"	"Anthropology"	"Female"	813	524008
"1966"	"Anthropology"	"Male"	690	524008
"1966"	"Area and Ethnic Studies"	"Female"	593	524008
"1966"	"Area and Ethnic Studies"	"Male"	649	524008
"1966"	"Area Studies"	"Female"	0	524008
"1966"	"Area Studies"	"Male"	0	524008
"1966"	"Art, General"	"Female"	0	524008
"1966"	"Art, General"	"Male"	0	524008
"1966"	"Art/Architecture"	"Female"	10846	524008
"1966"	"Art/Architecture"	"Male"	10284	524008
"1966"	"Arts"	"Female"	0	524008
"1966"	"Arts"	"Male"	0	524008
"1966"	"Arts and Music"	"Female"	0	524008
"1966"	"Arts and Music"	"Male"	0	524008
"1966"	"Business"	"Female"	5507	524008
"1966"	"Business"	"Male"	59757	524008
"1966"	"Communication and Librarianship"	"Female"	1792	524008
"1966"	"Communication and Librarianship"	"Male"	1954	524008
"1966"	"Communication and Library Science"	"Female"	0	524008
"1966"	"Communication and Library Science"	"Male"	0	524008
"1966"	"Computer Science"	"Female"	13	524008
"1966"	"Computer Science"	"Male"	76	524008
"1966"	"Economics"	"Female"	1144	524008
"1966"	"Economics"	"Male"	11130	524008
"1966"	"Education"	"Female"	89759	524008
"1966"	"Education"	"Male"	30292	524008
"1966"	"Engineering"	"Female"	460	524008
"1966"	"Engineering"	"Male"	38035	524008
"1966"	"English and Literature"	"Female"	25919	524008
"1966"	"English and Literature"	"Male"	13246	524008
"1966"	"Foreign Language and Literature, Other"	"Female"	0	524008
"1966"	"Foreign Language and Literature, Other"	"Male"	0	524008
"1966"	"Foreign Languages"	"Female"	10925	524008
"1966"	"Foreign Languages"	"Male"	4481	524008
"1966"	"Health Professions"	"Female"	0	524008
"1966"	"Health Professions"	"Male"	0	524008
"1966"	"History"	"Female"	9941	524008
"1966"	"History"	"Male"	18829	524008
"1966"	"Humanities, Other"	"Female"	1155	524008
"1966"	"Humanities, Other"	"Male"	5097	524008
"1966"	"Latin, Classical Greek"	"Female"	0	524008
"1966"	"Latin, Classical Greek"	"Male"	0	524008
"1966"	"Life Sciences"	"Female"	18998	524008
"1966"	"Life Sciences"	"Male"	22852	524008
"1966"	"Math"	"Female"	6689	524008
"1966"	"Math"	"Male"	13401	524008
"1966"	"Mathematics"	"Female"	0	524008
"1966"	"Mathematics"	"Male"	0	524008
"1966"	"Medicine"	"Female"	0	524008
"1966"	"Medicine"	"Male"	0	524008
"1966"	"Other/Unknown"	"Female"	1299	524008
"1966"	"Other/Unknown"	"Male"	2326	524008
"1966"	"Philosophy"	"Female"	0	524008
"1966"	"Philosophy"	"Male"	0	524008
"1966"	"Physical Sciences"	"Female"	3744	524008
"1966"	"Physical Sciences"	"Male"	20808	524008
"1966"	"Political Science and Public Administration"	"Female"	3729	524008
"1966"	"Political Science and Public Administration"	"Male"	13113	524008
"1966"	"Psychology"	"Female"	6928	524008
"1966"	"Psychology"	"Male"	10038	524008
"1966"	"Religion"	"Female"	38	524008
"1966"	"Religion"	"Male"	440	524008
"1966"	"Sciences, General Program"	"Female"	0	524008
"1966"	"Sciences, General Program"	"Male"	0	524008
"1966"	"Sciences, Other"	"Female"	0	524008
"1966"	"Sciences, Other"	"Male"	0	524008
"1966"	"Social Sciences"	"Female"	0	524008
"1966"	"Social Sciences"	"Male"	0	524008
"1966"	"Social Sciences, Other"	"Female"	6717	524008
"1966"	"Social Sciences, Other"	"Male"	10583	524008
"1966"	"Social Service Professions"	"Female"	1188	524008
"1966"	"Social Service Professions"	"Male"	476	524008
"1966"	"Sociology"	"Female"	9064	524008
"1966"	"Sociology"	"Male"	6139	524008
"1966"	"Vocational Studies and Home Economics"	"Female"	5579	524008
"1966"	"Vocational Studies and Home Economics"	"Male"	145	524008
"1966"	"Zoology, General"	"Female"	0	524008
"1966"	"Zoology, General"	"Male"	0	524008
"1967"	"???? Es"	"Female"	0	562369
"1967"	"???? Es"	"Male"	0	562369
"1967"	"???? Therapy"	"Female"	0	562369
"1967"	"???? Therapy"	"Male"	0	562369
